x1,x2
4.264528935507754248e-01,2.125309828852505190e-01
2.282114743561030057e-01,-4.305901359812921436e-01
-3.523460755481866435e-02,-1.313395691843071145e-01
-2.019402616392785843e-01,-4.098632641479733607e-01
-5.279163148156641450e-01,-2.155777151343285514e-01
-4.672216607960298917e-01,-3.590687617055423608e-01
1.377410229267990172e-01,-3.860945800437003417e-01
2.325131472775494590e-01,1.660537427172321667e-01
-1.647804626819764362e-01,2.516720911168320862e-01
2.737157628105230112e-01,-3.625589690147090760e-02
-1.254531816648216669e-01,3.649806814312176462e-01
2.331309464567604683e-01,4.105234110976814232e-01
-4.726297727877651900e-01,-4.643978786413356374e-01
-1.313703202340078535e-01,-2.972095371988415780e-01
9.238673800616681309e-02,5.009493490267835636e-02
-7.169337730060465486e-02,9.771919423375097224e-02
8.219116650296542925e-02,-5.143507078858882142e-01
2.137107895494072540e-02,4.227551422439157491e-01
2.391568720221377564e-01,3.352953706415250368e-01
-2.742077862854059855e-01,9.224950927698394310e-02
-4.273611267606004516e-01,-1.321569375954569914e-01
3.832250607642000428e-01,-1.273958931210766865e-01
-5.478465332342193905e-01,3.550262985737095978e-01
-2.962928126578645571e-01,3.711827423605862375e-01
-4.331993638369230348e-01,-5.474829995620927869e-01
-2.520635094893763917e-01,-2.288452339742170771e-01
3.665144109934663774e-01,1.438145949522845468e-01
-3.729655459387352101e-01,-7.833481493367711046e-02
-3.011712316580561488e-01,2.222288178133016157e-01
-2.916666944630950109e-01,-1.678412034690879295e-01
-2.905289043032878160e-01,3.964536626960784016e-01
-5.472205320217944369e-01,2.764884598069305977e-02
-3.665491386836006171e-02,-9.069932492431764803e-02
-3.606111357523460459e-01,-4.960699573476670121e-01
1.880838168604318517e-01,-6.070985742727896817e-02
1.231782800026368641e-01,1.320667098371168802e-01
-4.349334442195760264e-01,-3.356445373145560129e-01
-5.315260757039245165e-01,-2.281854150772519851e-01
-4.704035685314178483e-02,2.084434217847220827e-01
1.599780877541405744e-01,-1.124366815622236393e-01
-2.741350690510995225e-01,-1.552679053400108922e-01
7.275545539040706444e-02,2.896100962570623549e-01
-1.602752665865080361e-01,1.483081653639306552e-01
4.297739992926239427e-01,-3.388492361587406299e-01
-4.140269327545940126e-01,3.200025846667984286e-01
2.169215841267491118e-01,-2.122974116104450193e-01
-5.355234283462927403e-01,2.128636639143461906e-01
-5.014642602238014168e-01,3.278483415152900760e-01
3.233954961855138865e-01,-6.739771538557004504e-02
-4.424847309130837125e-01,-3.197509783272795003e-01
3.040613912594878343e-01,3.758508383962885224e-01
-5.459162352818137665e-01,-2.763801433984950373e-01
-2.549475993358971682e-01,2.236616109351250437e-01
-2.291461708594265678e-01,-2.287532340213365156e-01
3.168896274604430241e-01,-3.532232998775372002e-01
-4.723715185413585038e-01,3.335435503216945818e-01
-6.707362482550383032e-02,-3.791906056557345917e-01
3.305402919316635657e-01,-3.435998582014677671e-01
-2.222967737070041805e-01,2.825145785058686965e-01
8.557495749633448057e-02,-5.172167618912051346e-01
-5.183052786462525319e-01,1.608571380244818716e-01
-1.528566984849204502e-01,-2.238885870397536726e-01
3.552439088280398005e-01,-4.567344101503825193e-01
1.868490481675023629e-01,3.307058678001880692e-01
-4.145649677999095895e-01,-1.782120506814924843e-01
-1.563220362414010634e-01,-1.512205361159658645e-01
-3.600988052271489881e-01,-4.132368705119989771e-01
-3.353051654108506474e-01,-1.570388215570586166e-01
6.541468780742565325e-02,-9.033442180033846025e-02
-4.951371775487367621e-01,-3.024151240265169349e-01
3.236939067328897801e-01,2.856200728129739685e-01
4.395025142869906087e-01,2.105689244056049292e-01
-7.691999423089190824e-02,-4.121001866109923473e-01
-2.665514039524198298e-01,-4.574394926168876552e-01
-3.099818087477919093e-01,3.401163676431671057e-01
-4.137295609774769289e-01,4.009504619523653890e-01
-3.825456438452252694e-01,-1.725894579353138836e-01
3.874312719258042881e-01,-1.711266768294439355e-02
2.884587426896667584e-01,-2.407040810260190344e-01
3.685204468380663956e-01,-3.597620039599697117e-01
-3.933613125418289336e-01,3.836777406273590429e-01
-2.062693518822107386e-01,2.727581022691697443e-01
1.888071450993249467e-01,2.163184318588924349e-01
4.105242584220053503e-01,2.272649334611592797e-01
-2.220621180598270072e-02,-3.683689115988099116e-01
1.801374158836124284e-01,1.248141535020128590e-01
-3.793678381770677621e-01,-4.695498862371476623e-01
-1.165559922255124947e-01,-4.639921223310099485e-01
-4.506365151414634118e-01,1.743878460726332458e-01
-5.068579518402579476e-01,-4.480722723549560582e-01
-3.167338057988507982e-01,1.813972731208295386e-01
-1.924568994137485500e-01,-1.092999263895019224e-01
-1.801793873969443904e-01,-3.089792416143762877e-01
-4.188120035372934202e-01,-5.190463849744952896e-02
3.663548235119825636e-01,-2.742902064672422258e-01
2.738174611961643468e-01,1.003327458951037698e-01
-1.673761482911448883e-01,-3.501529416230029224e-01
1.072189154408270673e-01,1.559354721140955302e-01
-4.655517852812990354e-01,4.010258530675047117e-01
-5.128048286247650633e-01,-1.733574238094737208e-02
1.500799616892418697e-01,-3.929233673856109554e-01
-3.511300384700254407e-01,9.901089888320246946e-02
-4.414736038587363520e-02,-3.783688318293632058e-01
5.125013624042584759e-02,-3.209412768785558923e-01
