x1,x2
-4.963890563280851653e-01,-6.247938899093141707e-03
-4.990622206697401531e-01,1.968847998412339706e-01
-4.259979031232205005e-01,-1.225023762663479676e-02
-2.566571649793263354e-01,9.934422919654117834e-02
-5.504763014806457466e-02,-4.006018560678759055e-01
-4.856461512479870457e-03,1.338260919512209712e-01
-1.927788221272241920e-02,1.548718269287809868e-01
-5.432571589656702837e-01,-1.616568509922355901e-01
-3.788278135234657285e-01,3.894632985911459233e-01
2.700113637458134708e-02,-4.546231296262182031e-02
-3.148379076378396979e-01,-3.081792739315007967e-01
-4.647192336517746991e-01,-4.413475936035705649e-01
-3.525072905330195461e-02,1.497580379813401308e-02
-9.052873472261369070e-02,3.818234801974642600e-01
-1.148004737951525689e-01,2.313602294496730494e-03
-9.756534433825758690e-02,-1.879085807973213118e-01
1.895359370499299922e-01,-4.179128161063093705e-01
1.050667777837045458e-01,-2.357887970450982529e-01
3.326741393173696659e-01,-1.585430164753383053e-01
1.362001688086279527e-01,-4.933552516461545689e-01
1.993111591153541307e-01,-2.435524920609162258e-01
-3.974950963198109477e-01,4.524131817316634496e-02
2.201237010370059588e-01,3.873413918288215463e-01
4.304885657338869409e-01,-4.976462683356632777e-01
-4.066073603308871798e-01,-5.243626769178004743e-01
-3.382669076257327490e-02,-3.859678242283577365e-01
-3.138224331017847035e-01,5.972723820275605000e-02
5.341119135457983447e-02,3.363775997658247086e-03
-3.130501929024513963e-01,-3.869765947394014916e-01
-3.209651267837391186e-01,-2.380015916429383260e-01
-1.947372403023369669e-01,-2.944748187163641617e-01
5.980921050937793026e-02,2.617761010644059638e-02
3.303809971273262702e-01,-5.061581183542050999e-01
-2.337405458227471700e-01,-3.961064953207543704e-01
-2.965061331564191605e-01,-3.894101287990574534e-01
-7.564412272340659271e-02,-7.641746889186606939e-02
1.488040799946609427e-01,2.767926723841690473e-01
1.907728980448675227e-02,3.057490086350145297e-02
9.990623497427608690e-02,2.252145738237443240e-02
2.357391855533441660e-01,-4.060395872849897891e-02
2.883597253638783275e-01,6.992599580804426118e-02
1.038878070461041192e-01,-2.929815668742086210e-01
4.264100546759225230e-01,3.474009090293319613e-01
-5.267308224306270770e-01,4.048043445424962528e-01
3.240682515334527558e-01,-4.043557826279861045e-01
1.925834523434623025e-01,-1.581632203007750093e-01
-4.564683357767781446e-01,-2.227221575262049447e-01
3.643719956019597639e-02,-4.031630727046813245e-01
3.320201884206256393e-01,1.414387154910033972e-01
4.287150382628925893e-01,1.844374557848433849e-01
3.738514818667761919e-01,1.330041732604285709e-01
3.454724161261402138e-01,-2.819712051021211474e-01
-4.308985961204006010e-01,-4.640260607953438088e-01
3.800509800716337372e-01,2.693470965876914036e-01
-5.292536358189907642e-01,4.997432228187470571e-02
3.701452317462694541e-02,-5.189799386167786022e-01
-4.636826759837157086e-01,9.105540791262034528e-02
-4.212089282473319152e-02,2.080080800291861376e-02
-2.813913794836989668e-01,-4.345375493239960196e-01
-3.364971056556840256e-01,2.415506012424463167e-01
-2.362778899451936088e-01,2.621054669799672832e-01
-4.312806594526896742e-02,2.692487223358216442e-01
-4.008889050313428903e-01,2.246499545044812196e-01
3.411972182613598470e-01,-4.201436223371811662e-01
-1.938997493666320127e-01,2.623176882807440879e-01
2.026881500871635655e-02,4.036958187399236619e-01
-3.748243632915362333e-01,1.450442373711541277e-01
-8.205474929637723847e-02,-1.877139422732115870e-01
-3.654745140158428551e-01,-4.300315658964880550e-01
1.270766719484733853e-01,-1.470324058126859512e-02
2.322801861016107194e-01,-3.296347600613658280e-02
-5.170052771090989374e-01,-2.554053143658422398e-01
1.438572008466165730e-01,1.159733690072723977e-01
-1.850642911786543054e-01,-5.212652174148348916e-01
-2.311548152460288774e-01,8.731936899149361775e-02
-2.847177885558582755e-01,-5.019825265492654509e-01
5.553102471057147493e-02,-4.647342453137297547e-01
-3.008460550544498346e-01,3.090538154023686479e-01
-2.535590109396340663e-01,1.544767956094517114e-02
-4.018431324570069796e-01,2.230048638663347793e-01
-4.839265053366558211e-01,1.369370808449759114e-01
-4.444526481326934730e-01,-5.396833815014698832e-01
-2.545139082797819308e-01,-9.727454906459664929e-02
1.953243760954445074e-01,-3.300360049527727435e-01
4.106834844669672302e-01,4.216365597481689376e-01
4.371326392898834401e-01,-3.871232424938098049e-02
-2.065273711478375906e-01,9.382093655314505121e-02
-4.205813577422794491e-01,-5.254357995811380633e-01
5.126231741959064170e-02,8.384556084150940336e-02
4.035735330598743120e-01,-2.951717093703465356e-01
7.879094159391042407e-02,2.232468147570674244e-01
-2.366019979073707979e-01,2.824787623740085962e-01
-3.250682864555584084e-01,-4.175669282216876166e-02
-4.239564397553380326e-01,3.023683449859217998e-01
-1.563640181683100261e-01,3.649552115170995314e-01
-2.724099661281942364e-01,-2.052097231716227821e-01
1.120553713451412081e-01,1.255606816040584217e-01
-6.422545856940808928e-02,2.120800852591500085e-01
1.174676059875808809e-01,2.120194368559490394e-01
-5.246498650995941038e-01,1.706799482158066761e-01
-2.573091122546072862e-01,6.614114251527780652e-02
-4.706733624890691026e-02,-2.156886610211461441e-01
-2.361890456762255619e-01,3.664911337142515713e-01
3.100577280788819889e-01,-3.510645665982148333e-02
3.761328427166732435e-01,-3.213492635335475356e-01
2.360150540261615193e-01,-1.802159946174456406e-01
3.755921695186237308e-01,1.247223721739876279e-01
-2.252763325060004318e-01,-9.879622761067330394e-02
-3.975144803347846478e-01,1.116406392256600322e-01
2.765754000140073776e-01,8.189261527653690642e-02
-1.154899315890598466e-01,-1.511739490380784590e-01
3.079303129232984215e-01,-2.466663339949320966e-01
1.135287415207782979e-01,1.683537088143853833e-01
-5.421951964811191349e-01,3.773434167100634395e-01
-5.054633527242873292e-01,-3.482749916960536929e-01
-2.871114856090616341e-01,3.857445109019558283e-01
-4.337423141815606176e-01,4.011760364749598073e-01
6.235554670222975826e-02,2.547284097396081970e-01
